PC_Time_s,SML_ADC_Raw,Fx,Fy,Fz,Tx,Ty,Tz
0.007647514343261719,8306663,0.2245277471749962,0.37730120749216206,0.2735418947218488,-0.14706596617130466,0.4263153646755264,-0.5174173065135852
0.09920549392700195,8310032,0.2256899795899426,0.37954551878136494,0.2830401394816095,-0.14919004574832154,0.4214660488786716,-0.5129687614514502
0.21207261085510254,8313086,0.23354506767124708,0.3779424392883361,0.2786316714367606,-0.1506328167820321,0.4263153646755264,-0.5120870678382881
0.316054105758667,8315271,0.2277339055643173,0.3792649798698171,0.2800343658122312,-0.1508332016478428,0.43421053179645347,-0.509401910021965
0.4309730529785156,8317574,0.2298179085228861,0.37653974473497365,0.2783511325619382,-0.15051258586254776,0.4338498388801286,-0.5122473757678864
0.5356307029724121,8320442,0.23610999440520408,0.38054744346639363,0.2825992926761119,-0.14622434973525134,0.42892036904455266,-0.5140107629954506
0.6403863430023193,8323386,0.24260246523078985,0.38483568113478184,0.2907749971059668,-0.15323782003791778,0.4292810619580364,-0.5114859131025613
0.7427911758422852,8326443,0.25206063268532336,0.37633935979901,0.29169676770839104,-0.14798773655372804,0.43320860702939973,-0.5077186767682366
0.8556520938873291,8329771,0.25386409682941297,0.3920094619673142,0.30027324205790445,-0.15303743517205323,0.43425060878716915,-0.5125679916271729
0.9717390537261963,8333575,0.2649654206386232,0.3806275974412587,0.30279809200014857,-0.14935035364094526,0.4360139963812141,-0.5059953665356642
1.0817337036132812,8337947,0.2668490387713373,0.3893243037697279,0.3060443276516172,-0.14935035364094526,0.4395808485754083,-0.5149325335931275
1.1901912689208984,8342567,0.2733014328305361,0.3880819171445939,0.3181876537228676,-0.15460043712592092,0.4416648521141391,-0.5128485305041474
1.2963008880615234,8347527,0.280715674509707,0.38720022341200516,0.3202716568956281,-0.14943050758725807,0.44374885565993816,-0.5101232957031389
1.4032022953033447,8353752,0.2815973681190018,0.3906067673851561,0.3248404331014302,-0.14766712076852775,0.4491993265056391,-0.5196616175447891
1.5133633613586426,8360609,0.2924181533979488,0.39204953895541866,0.336783374538765,-0.1453025793529844,0.4465542450597226,-0.5140508399779375
1.625854253768921,8368089,0.2979888540215873,0.3986622420253988,0.34027007224200223,-0.14850873720470048,0.4526860247928988,-0.5130489154163281
1.730337381362915,8376240,0.3021568602680497,0.4024294789551753,0.3439972318736963,-0.14786750563427672,0.4554513372419639,-0.5151729954883378
1.8351781368255615,8382885,0.3090901783981143,0.3958568528362254,0.35385617034454026,-0.14357926950808522,0.4586975736114933,-0.5148123026455478
1.9472858905792236,8389093,0.30600425066818693,0.3932518485996605,0.33726429835894417,-0.1483885062852429,0.45352764162387643,-0.5055545197325316
2.059777021408081,8394816,0.31458072516760355,0.40331117270779165,0.3454800803344894,-0.14846866023154778,0.4542490274799373,-0.5136500701531527
2.1636078357696533,8402548,0.30456147926601074,0.397940856232771,0.346562158942881,-0.1386898787867086,0.4582968036883748,-0.518900154872818
2.273402214050293,8411097,0.30712640620498255,0.3949751590934869,0.34724346769712283,-0.14233688334099392,0.45909834353488127,-0.5165356128958151
2.385251998901367,8419105,0.3096111791848483,0.4022290940115629,0.3427949223130567,-0.14862896812415957,0.4545295664241948,-0.5130489154163281
2.4943647384643555,8427201,0.30989171807015226,0.4010267843511628,0.34700300578378945,-0.14622434973525134,0.4582968036883748,-0.515373380401065
2.6048758029937744,8435282,0.3056836348008157,0.3988225499794221,0.3484457772649621,-0.14486173264844981,0.45056194422470286,-0.5147321486805042
2.7136459350585938,8443190,0.30985164108653146,0.3983416261174678,0.35301455364064993,-0.1538790516087156,0.456052492123881,-0.5139306090304823
2.8223679065704346,8450458,0.3081283307927194,0.4037119425957338,0.34792477645199166,-0.14971104639935834,0.45913842052723486,-0.5130088384338882
2.932807683944702,8457069,0.3137391085070633,0.39810116418662084,0.3563810204620417,-0.14361934648121943,0.4578559567732553,-0.5132493003285561
3.0364885330200195,8463027,0.30716648318846823,0.3957366218712382,0.34816523836562463,-0.14726635103704172,0.46659274115210164,-0.5111252202613275
3.138777732849121,8467980,0.31161502836773664,0.39417361932836675,0.34527969540718245,-0.14578350303067897,0.4681557438757106,-0.5111252202613275
3.247004508972168,8472212,0.3153822648451351,0.39890270395644833,0.3470430827693396,-0.14590373395010597,0.46198388699124493,-0.5136500701531527
3.363086223602295,8475975,0.3120959521723737,0.3916487690744811,0.3467224668849992,-0.14746673590278275,0.4598598063900613,-0.508039292625837
3.471491575241089,8479065,0.30712640620498255,0.39517554403491656,0.34539992636356015,-0.14662511946669682,0.4634667357173359,-0.5188200009073874
3.5762875080108643,8481383,0.31201579820491415,0.3999447056586672,0.34159261275435093,-0.147907582607427,0.4564933390376704,-0.5132092233461066
3.68440580368042,8482994,0.30844894666105716,0.3897250736492885,0.3429151532690335,-0.1445411168633449,0.4598598063900613,-0.5092416020928973
3.7932868003845215,8483766,0.3135387235880179,0.3924503088365943,0.3473636986538188,-0.14510219448728465,0.4594590364661609,-0.5083599084835563
3.9050960540771484,8484070,0.3055233268671775,0.3967786235685114,0.34624154305874866,-0.14650488854726154,0.4646289685052497,-0.5173371525482954
4.006574630737305,8484020,0.3078477919080281,0.3983416261174678,0.34960800984906765,-0.14858889115100637,0.46310604278362044,-0.5173371525482954
4.114930868148804,8484377,0.31401964739381133,0.39385300342258645,0.34720339071156187,-0.14726635103704172,0.46174342503601234,-0.5087206013236325
4.230815410614014,8484750,0.3102524109228295,0.40122716929441127,0.3418330746659376,-0.14935035364094526,0.45977965240525964,-0.5123676067151048
4.337703227996826,8485192,0.3124165680422921,0.4052749451610368,0.35056985750626596,-0.14971104639935834,0.46090180819346616,-0.511606144049673
4.442293882369995,8485501,0.30247747613403647,0.3971393164640996,0.34740377563938846,-0.1465449655204065,0.46711374205950906,-0.5116462210320472
4.552339315414429,8485757,0.31177533630258364,0.3929312326943196,0.3460812351167344,-0.14642473460097216,0.4603006533066635,-0.5096022949333416
4.665118455886841,8485871,0.3106531807593271,0.40507456021655974,0.34976831779184675,-0.14967096942620067,0.4609819621784192,-0.5140909169604264
4.770299911499023,8486077,0.30989171807015226,0.39637785368475276,0.35065001147775593,-0.15367866674283612,0.4571746479050746,-0.5134496852408309
4.883833169937134,8486363,0.31109402757970517,0.3936926954697537,0.34640185100079746,-0.14570334908439506,0.4604609612764181,-0.5099629877739369
